id,indexNumber,sourceUrl,slug,name,year,manufacturer,brand,cardNumber,cardType,hierarchy,tier,page,row,frontImage,backImage,hasFrontImage,hasBackImage,playerOdds,psaPopReport,ebaySoldListings
2453,12451,https://jordan-vault.com/cards/2453-1996-97-skybox-z-force-vortex-v5-michael-jordan,1996-97-skybox-z-force-vortex-v5-michael-jordan,1996-97 SkyBox Z-Force - Vortex #V5 Michael Jordan,1996,Skybox,Z-Force,#V5,Insert,Tier 3-Page 06-Row 3,3,6,3,https://www.tcdb.com/Images/Cards/Basketball/2536/2536-3011347Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2536/2536-3011347Bk.jpg,true,true,1 in 540 Series 1 Retail,https://www.psacard.com/pop/basketball-cards/1996/skybox-z-force-vortex/63659,eBay Sold
2454,12452,https://jordan-vault.com/cards/2454-1996-97-skybox-z-force-z-cling-11-michael-jordan,1996-97-skybox-z-force-z-cling-11-michael-jordan,1996-97 SkyBox Z-Force - Z-Cling #11 Michael Jordan,1996,Skybox,Z-Force,#11,Base Parallel,,,,,https://www.tcdb.com/Images/Cards/Basketball/2537/2537-800264Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2537/2537-800264Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1996/skybox-z-force/45613,eBay Sold
2455,12453,https://jordan-vault.com/cards/2455-1996-97-skybox-z-force-11-michael-jordan,1996-97-skybox-z-force-11-michael-jordan,1996-97 SkyBox Z-Force #11 Michael Jordan,1996,Skybox,Z-Force,#11,Base,,,,,https://www.tcdb.com/Images/Cards/Basketball/2530/2530-11Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2530/2530-11Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1996/skybox-z-force/45613,eBay Sold
2456,12454,https://jordan-vault.com/cards/2456-1996-97-skybox-z-force-179-michael-jordan,1996-97-skybox-z-force-179-michael-jordan,1996-97 SkyBox Z-Force #179 Michael Jordan,1996,Skybox,Z-Force,#179,Base,,,,,https://www.tcdb.com/Images/Cards/Basketball/2530/2530-179Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2530/2530-179Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1996/skybox-z-force/45613,eBay Sold
2457,12455,https://jordan-vault.com/cards/2457-1996-97-sp-game-film-gf1-michael-jordan,1996-97-sp-game-film-gf1-michael-jordan,1996-97 SP - Game Film #GF1 Michael Jordan,1996,Upper Deck,SP,#GF1,Insert,Tier 4-Page 13-Row 2,4,13,2,https://vintagecardprices.com/pics/4812/361336.jpg,,true,false,"1 in 1,200",https://www.psacard.com/pop/basketball-cards/1996/sp-game-film/45930,eBay Sold
2458,12456,https://jordan-vault.com/cards/2458-1996-97-sp-inside-info-in17-michael-jordan-25k,1996-97-sp-inside-info-in17-michael-jordan-25k,1996-97 SP - Inside Info #IN17 Michael Jordan 25K,1996,Upper Deck,SP,#IN17,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/2543/2543-3011463Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2543/2543-3011463Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1996/sp-inside-info/184774,eBay Sold
2459,12457,https://jordan-vault.com/cards/2459-1996-97-sp-inside-info-gold-in17-michael-jordan,1996-97-sp-inside-info-gold-in17-michael-jordan,1996-97 SP - Inside Info Gold #IN17 Michael Jordan,1996,Upper Deck,SP,#IN17,Insert,,,,,,,false,false,,https://www.psacard.com/pop/basketball-cards/1996/sp-inside-info/184774,eBay Sold
2460,12458,https://jordan-vault.com/cards/2460-1996-97-sp-premium-collection-pc5-michael-jordan,1996-97-sp-premium-collection-pc5-michael-jordan,1996-97 SP - Premium Collection #PC5 Michael Jordan,1996,Upper Deck,SP,#PC5,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/2542/2542-3011411Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2542/2542-3011411Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1996/sp-holoviews/46018,eBay Sold
2461,12459,https://jordan-vault.com/cards/2461-1996-97-sp-spx-force-f1-michael-jordan-jerry-stackhouse-mitch-richmond-latrell-sprewell,1996-97-sp-spx-force-f1-michael-jordan-jerry-stackhouse-mitch-richmond-latrell-sprewell,1996-97 SP - SPx Force #F1 Michael Jordan / Jerry Stackhouse / Mitch Richmond / Latrell Sprewell,1996,Upper Deck,SP,#F1,Insert,Tier 4-Page 13-Row 2,4,13,2,https://www.tcdb.com/Images/Cards/Basketball/2544/2544-3011501RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2544/2544-3011501RepBk.jpg,true,true,"1 in 3,800",https://www.psacard.com/pop/basketball-cards/1996/spx-force/46331,eBay Sold
2462,12460,https://jordan-vault.com/cards/2462-1996-97-sp-spx-force-f5-michael-jordan-anfernee-hardaway-shawn-kemp-damon-stoudamire,1996-97-sp-spx-force-f5-michael-jordan-anfernee-hardaway-shawn-kemp-damon-stoudamire,1996-97 SP - SPx Force #F5 Michael Jordan / Anfernee Hardaway / Shawn Kemp / Damon Stoudamire,1996,Upper Deck,SP,#F5,Insert,,,,,,,false,false,,https://www.psacard.com/pop/basketball-cards/1996/spx-force/46331,eBay Sold
2463,12461,https://jordan-vault.com/cards/2463-1996-97-sp-spx-force-f5a-michael-jordan,1996-97-sp-spx-force-f5a-michael-jordan,1996-97 SP - SPx Force #F5A Michael Jordan,1996,Upper Deck,SP,#F5A,Insert,,,,,,,false,false,,https://www.psacard.com/pop/basketball-cards/1996/spx-force/46331,eBay Sold
2464,12462,https://jordan-vault.com/cards/2464-1996-97-sp-16-michael-jordan,1996-97-sp-16-michael-jordan,1996-97 SP #16 Michael Jordan,1996,Upper Deck,SP,#16,Base,,,,,https://www.tcdb.com/Images/Cards/Basketball/2540/2540-16Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2540/2540-691766Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1996/sp/45660,eBay Sold
2465,12463,https://jordan-vault.com/cards/2465-1996-97-sp-16-michael-jordan-sample,1996-97-sp-16-michael-jordan-sample,1996-97 SP #16 Michael Jordan - Sample,1996,Upper Deck,SP,#16,Promo/Prototype,,,,,https://www.tcdb.com/Images/Cards/Basketball/2540/2540-16Fr.jpg,,true,false,,https://www.psacard.com/pop/basketball-cards/1996/sp/45660,eBay Sold
2466,12464,https://jordan-vault.com/cards/2466-1996-97-stadium-club-class-acts-ca1-michael-jordan-jerry-stackhouse,1996-97-stadium-club-class-acts-ca1-michael-jordan-jerry-stackhouse,1996-97 Stadium Club - Class Acts #CA1 Michael Jordan / Jerry Stackhouse,1996,Topps,Topps Stadium Club,#CA1,Insert,Tier 4-Page 11-Row 1,4,11,1,https://www.tcdb.com/Images/Cards/Basketball/2548/2548-3011530Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2548/2548-3011530Bk.jpg,true,true,1 in 240,https://www.psacard.com/pop/basketball-cards/1996/stadium-club-class-acts/46625,eBay Sold
2467,12465,https://jordan-vault.com/cards/2467-1996-97-stadium-club-class-acts-atomic-refractors-ca1-michael-jordan-jerry-stackhouse,1996-97-stadium-club-class-acts-atomic-refractors-ca1-michael-jordan-jerry-stackhouse,1996-97 Stadium Club - Class Acts Atomic Refractors #CA1 Michael Jordan / Jerry Stackhouse,1996,Topps,Topps Stadium Club,#CA1,Insert Parallel,Tier 4-Page 08-Row 1,4,8,1,https://www.tcdb.com/Images/Cards/Basketball/25708/25708-3011510Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/25708/25708-3011510Bk.jpg,true,true,"1 in 1,920 Series 2",https://www.psacard.com/pop/basketball-cards/1996/stadium-club-class-acts/46625,eBay Sold
2468,12466,https://jordan-vault.com/cards/2468-1996-97-stadium-club-class-acts-refractors-ca1-michael-jordan-jerry-stackhouse,1996-97-stadium-club-class-acts-refractors-ca1-michael-jordan-jerry-stackhouse,1996-97 Stadium Club - Class Acts Refractors #CA1 Michael Jordan / Jerry Stackhouse,1996,Topps,Topps Stadium Club,#CA1,Insert Parallel,,,,,https://www.tcdb.com/Images/Cards/Basketball/25709/25709-3011520Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/25709/25709-3011520Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1996/stadium-club-class-acts/46625,eBay Sold
2469,12467,https://jordan-vault.com/cards/2469-1996-97-stadium-club-finest-reprints-24-michael-jordan,1996-97-stadium-club-finest-reprints-24-michael-jordan,1996-97 Stadium Club - Finest Reprints #24 Michael Jordan,1996,Topps,Topps Stadium Club,#24,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/2549/2549-3011578Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2549/2549-3011578Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1996/stadium-club-finest-reprint/46674,eBay Sold
2470,12468,https://jordan-vault.com/cards/2470-1996-97-stadium-club-finest-reprints-refractors-24-michael-jordan,1996-97-stadium-club-finest-reprints-refractors-24-michael-jordan,1996-97 Stadium Club - Finest Reprints Refractors #24 Michael Jordan,1996,Topps,Topps Stadium Club,#24,Insert Parallel,Tier 4-Page 13-Row 2,4,13,2,https://www.tcdb.com/Images/Cards/Basketball/25710/25710-3011553Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/25710/25710-3011553RepBk.jpg,true,true,"1 in 2,400 Series 1 Hobby
1 in 2,000 Series 1 Retail",https://www.psacard.com/pop/basketball-cards/1996/stadium-club-finest-reprint/46674,eBay Sold
2471,12469,https://jordan-vault.com/cards/2471-1996-97-stadium-club-fusion-f1-michael-jordan,1996-97-stadium-club-fusion-f1-michael-jordan,1996-97 Stadium Club - Fusion #F1 Michael Jordan,1996,Topps,Topps Stadium Club,#F1,Insert,Tier 4-Page 10-Row 1,4,10,1,https://www.tcdb.com/Images/Cards/Basketball/2550/2550-3011590RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2550/2550-3011590Bk.jpg,true,true,1 in 768,https://www.psacard.com/pop/basketball-cards/1996/stadium-club-fusion/46679,eBay Sold
2472,12470,https://jordan-vault.com/cards/2472-1996-97-stadium-club-golden-moments-gm3-chicago-bulls,1996-97-stadium-club-golden-moments-gm3-chicago-bulls,1996-97 Stadium Club - Golden Moments #GM3 Chicago Bulls,1996,Topps,Topps Stadium Club,#GM3,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/2554/2554-3011642Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2554/2554-3011642Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1996/stadium-club-golden-moments/46688,eBay Sold
2473,12471,https://jordan-vault.com/cards/2473-1996-97-stadium-club-high-risers-hr14-michael-jordan,1996-97-stadium-club-high-risers-hr14-michael-jordan,1996-97 Stadium Club - High Risers #HR14 Michael Jordan,1996,Topps,Topps Stadium Club,#HR14,Insert,Tier 3-Page 04-Row 3,3,4,3,https://www.tcdb.com/Images/Cards/Basketball/2551/2551-3011658Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2551/2551-3011658Bk.jpg,true,true,1 in 540 Series 2,https://www.psacard.com/pop/basketball-cards/1996/stadium-club-high-risers/46695,eBay Sold
2474,12472,https://jordan-vault.com/cards/2474-1996-97-stadium-club-member-s-only-class-acts-ca1-michael-jordan-jerry-stackhouse,1996-97-stadium-club-member-s-only-class-acts-ca1-michael-jordan-jerry-stackhouse,1996-97 Stadium Club - Member's Only Class Acts #CA1 Michael Jordan / Jerry Stackhouse,1996,Topps,Topps Stadium Club,#CA1,Insert Parallel,,,,,,,false,false,PR: 750,https://www.psacard.com/pop/basketball-cards/1996/stadium-club-class-acts/46625,eBay Sold
2475,12473,https://jordan-vault.com/cards/2475-1996-97-stadium-club-member-s-only-fusion-f1-michael-jordan,1996-97-stadium-club-member-s-only-fusion-f1-michael-jordan,1996-97 Stadium Club - Member's Only Fusion #F1 Michael Jordan,1996,Topps,Topps Stadium Club,#F1,Insert Parallel,,,,,https://www.tcdb.com/Images/Cards/Basketball/277853/277853-16938933Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/277853/277853-16938933Bk.jpg,true,true,PR: 750,https://www.psacard.com/pop/basketball-cards/1996/stadium-club-fusion/46679,eBay Sold
2476,12474,https://jordan-vault.com/cards/2476-1996-97-stadium-club-member-s-only-golden-moments-gm3-chicago-bulls,1996-97-stadium-club-member-s-only-golden-moments-gm3-chicago-bulls,1996-97 Stadium Club - Member's Only Golden Moments #GM3 Chicago Bulls,1996,Topps,Topps Stadium Club,#GM3,Insert Parallel,,,,,,,false,false,PR: 750,https://www.psacard.com/pop/basketball-cards/1996/stadium-club-golden-moments/46688,eBay Sold
2477,12475,https://jordan-vault.com/cards/2477-1996-97-stadium-club-member-s-only-high-risers-hr14-michael-jordan,1996-97-stadium-club-member-s-only-high-risers-hr14-michael-jordan,1996-97 Stadium Club - Member's Only High Risers #HR14 Michael Jordan,1996,Topps,Topps Stadium Club,#HR14,Insert Parallel,,,,,,,false,false,PR: 750,https://www.psacard.com/pop/basketball-cards/1996/stadium-club-high-risers/46695,eBay Sold
2478,12476,https://jordan-vault.com/cards/2478-1996-97-stadium-club-member-s-only-shining-moments-sm2-michael-jordan,1996-97-stadium-club-member-s-only-shining-moments-sm2-michael-jordan,1996-97 Stadium Club - Member's Only Shining Moments #SM2 Michael Jordan,1996,Topps,Topps Stadium Club,#SM2,Insert Parallel,,,,,https://www.tcdb.com/Images/Cards/Basketball/277870/277870-16940727Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/277870/277870-16940727Bk.jpg,true,true,PR: 750,https://www.psacard.com/pop/basketball-cards/1996/stadium-club-shining-moments/46844,eBay Sold
2479,12477,https://jordan-vault.com/cards/2479-1996-97-stadium-club-member-s-only-special-forces-sf4-michael-jordan,1996-97-stadium-club-member-s-only-special-forces-sf4-michael-jordan,1996-97 Stadium Club - Member's Only Special Forces #SF4 Michael Jordan,1996,Topps,Topps Stadium Club,#SF4,Insert Parallel,,,,,https://www.tcdb.com/Images/Cards/Basketball/277871/277871-16940748Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/277871/277871-16940748Bk.jpg,true,true,PR: 750,https://www.psacard.com/pop/basketball-cards/1996/stadium-club-special-forces/46846,eBay Sold
2480,12478,https://jordan-vault.com/cards/2480-1996-97-stadium-club-member-s-only-top-crop-tc9-gary-payton-michael-jordan,1996-97-stadium-club-member-s-only-top-crop-tc9-gary-payton-michael-jordan,1996-97 Stadium Club - Member's Only Top Crop #TC9 Gary Payton / Michael Jordan,1996,Topps,Topps Stadium Club,#TC9,Insert Parallel,,,,,,,false,false,PR: 750,https://www.psacard.com/pop/basketball-cards/1996/stadium-club-top-crop/46878,eBay Sold
2481,12479,https://jordan-vault.com/cards/2481-1996-97-stadium-club-members-only-55-41-michael-jordan,1996-97-stadium-club-members-only-55-41-michael-jordan,1996-97 Stadium Club - Members Only 55 #41 Michael Jordan,1996,Topps,Topps Stadium Club,#41,Insert Parallel,,,,,https://www.tcdb.com/Images/Cards/Basketball/2553/2553-3011799Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2553/2553-3011799Bk.jpg,true,true,PR: 750,https://www.psacard.com/pop/basketball-cards/1996/stadium-club-members-only-55/46553,eBay Sold
2482,12480,https://jordan-vault.com/cards/2482-1996-97-stadium-club-members-only-ii-101-michael-jordan,1996-97-stadium-club-members-only-ii-101-michael-jordan,1996-97 Stadium Club - Members Only II #101 Michael Jordan,1996,Topps,Topps Stadium Club,#101,Base Parallel,,,,,,,false,false,,https://www.psacard.com/pop/basketball-cards/1996/stadium-club/46543,eBay Sold
2483,12481,https://jordan-vault.com/cards/2483-1996-97-stadium-club-player-s-private-issue-10-michael-jordan,1996-97-stadium-club-player-s-private-issue-10-michael-jordan,1996-97 Stadium Club - Player's Private Issue #10 Michael Jordan,1996,Topps,Topps Stadium Club,#10,Insert Parallel,Tier 4-Page 12-Row 3,4,12,3,https://www.tcdb.com/Images/Cards/Basketball/2555/2555-3011631RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2555/2555-3011631RepBk.jpg,true,true,"1 in 1,996",https://www.psacard.com/pop/basketball-cards/1996/stadium-club-gallery-players-private-issue/46682,eBay Sold
2484,12482,https://jordan-vault.com/cards/2484-1996-97-stadium-club-shining-moments-sm2-michael-jordan,1996-97-stadium-club-shining-moments-sm2-michael-jordan,1996-97 Stadium Club - Shining Moments #SM2 Michael Jordan,1996,Topps,Topps Stadium Club,#SM2,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/58089/58089-SM2Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/58089/58089-SM2Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1996/stadium-club-shining-moments/46844,eBay Sold
2485,12483,https://jordan-vault.com/cards/2485-1996-97-stadium-club-special-forces-sf4-michael-jordan,1996-97-stadium-club-special-forces-sf4-michael-jordan,1996-97 Stadium Club - Special Forces #SF4 Michael Jordan,1996,Topps,Topps Stadium Club,#SF4,Insert,Tier 3-Page 05-Row 2,3,5,2,https://www.tcdb.com/Images/Cards/Basketball/2559/2559-3012285Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2559/2559-3012285Bk.jpg,true,true,1 in 200 Series 1,https://www.psacard.com/pop/basketball-cards/1996/stadium-club-special-forces/46846,eBay Sold
2486,12484,https://jordan-vault.com/cards/2486-1996-97-stadium-club-top-crop-tc9-gary-payton-michael-jordan,1996-97-stadium-club-top-crop-tc9-gary-payton-michael-jordan,1996-97 Stadium Club - Top Crop #TC9 Gary Payton/Michael Jordan,1996,Topps,Topps Stadium Club,#TC9,Insert,Tier 4-Page 10-Row 1,4,10,1,https://www.tcdb.com/Images/Cards/Basketball/2560/2560-TC9Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2560/2560-TC9Bk.jpg,true,true,1 in 288 Series 1,https://www.psacard.com/pop/basketball-cards/1996/stadium-club-top-crop/46878,eBay Sold
2487,12485,https://jordan-vault.com/cards/2487-1996-97-stadium-club-101-michael-jordan,1996-97-stadium-club-101-michael-jordan,1996-97 Stadium Club #101 Michael Jordan,1996,Topps,Topps Stadium Club,#101,Base,,,,,https://www.tcdb.com/Images/Cards/Basketball/2547/2547-101Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2547/2547-101Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1996/stadium-club/46543,eBay Sold
2488,12486,https://jordan-vault.com/cards/2488-1996-97-topps-holding-court-hc2-michael-jordan,1996-97-topps-holding-court-hc2-michael-jordan,1996-97 Topps - Holding Court #HC2 Michael Jordan,1996,Topps,Topps,#HC2,Insert,Tier 4-Page 13-Row 1,4,13,1,https://www.tcdb.com/Images/Cards/Basketball/2571/2571-3012429Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2571/2571-3012429Bk.jpg,true,true,1 in 540,https://www.psacard.com/pop/basketball-cards/1996/topps-holding-court/50661,eBay Sold
2489,12487,https://jordan-vault.com/cards/2489-1996-97-topps-holding-court-refractor-hc2-michael-jordan,1996-97-topps-holding-court-refractor-hc2-michael-jordan,1996-97 Topps - Holding Court Refractor #HC2 Michael Jordan,1996,Topps,Topps,#HC2,Insert,Tier 4-Page 09-Row 2,4,9,2,https://www.tcdb.com/Images/Cards/Basketball/25715/25715-3012444Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/25715/25715-3012444Bk.jpg,true,true,"1 in 1,620 Series 1",https://www.psacard.com/pop/basketball-cards/1996/topps-holding-court/50661,eBay Sold
2490,12488,https://jordan-vault.com/cards/2490-1996-97-topps-mystery-finest-bordered-m14-michael-jordan,1996-97-topps-mystery-finest-bordered-m14-michael-jordan,1996-97 Topps - Mystery Finest Bordered #M14 Michael Jordan,1996,Topps,Topps Mystery Finest,#M14,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/2572/2572-3012471Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2572/2572-3012471Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1996/topps-mystery-finest/50776,eBay Sold
2491,12489,https://jordan-vault.com/cards/2491-1996-97-topps-mystery-finest-bordered-refractor-m14-michael-jordan,1996-97-topps-mystery-finest-bordered-refractor-m14-michael-jordan,1996-97 Topps - Mystery Finest Bordered Refractor #M14 Michael Jordan,1996,Topps,Topps Mystery Finest,#M14,Insert,Tier 4-Page 08-Row 1,4,8,1,https://d9nvuahg4xykp.cloudfront.net/2883112592164863563/-5234856944888821138.jpg,https://www.tcdb.com/Images/Cards/Basketball/25716/25716-3012493Bk.jpg,true,true,"1 in 1,452 Series 2 Jumbo",https://www.psacard.com/pop/basketball-cards/1996/topps-mystery-finest/50776,eBay Sold
2492,12490,https://jordan-vault.com/cards/2492-1996-97-topps-mystery-finest-borderless-m14-michael-jordan,1996-97-topps-mystery-finest-borderless-m14-michael-jordan,1996-97 Topps - Mystery Finest Borderless #M14 Michael Jordan,1996,Topps,Topps Mystery Finest,#M14,Insert,,,,,,,false,false,,https://www.psacard.com/pop/basketball-cards/1996/topps-mystery-finest/50776,eBay Sold
2493,12491,https://jordan-vault.com/cards/2493-1996-97-topps-mystery-finest-borderless-refractor-m14-michael-jordan,1996-97-topps-mystery-finest-borderless-refractor-m14-michael-jordan,1996-97 Topps - Mystery Finest Borderless Refractor #M14 Michael Jordan,1996,Topps,Topps Mystery Finest,#M14,Insert,,,,,https://www.tcdb.com/Images/Cards/Basketball/25718/25718-3012537Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/25718/25718-3012537Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1996/topps-mystery-finest/50776,eBay Sold
2494,12492,https://jordan-vault.com/cards/2494-1996-97-topps-nba-at-50-139-michael-jordan,1996-97-topps-nba-at-50-139-michael-jordan,1996-97 Topps - NBA at 50 #139 Michael Jordan,1996,Topps,Topps,#139,Base Parallel,,,,,https://www.tcdb.com/Images/Cards/Basketball/25719/25719-3012682Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/25719/25719-3012682Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1996/topps/49827,eBay Sold
2495,12493,https://jordan-vault.com/cards/2495-1996-97-topps-nba-at-50-72-chicago-bulls-72-wins,1996-97-topps-nba-at-50-72-chicago-bulls-72-wins,1996-97 Topps - NBA at 50 #72 Chicago Bulls 72 Wins,1996,Topps,Topps,#72,Base Parallel,,,,,https://www.tcdb.com/Images/Cards/Basketball/25719/25719-3012617Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/25719/25719-3012617Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1996/topps/49827,eBay Sold
2496,12494,https://jordan-vault.com/cards/2496-1996-97-topps-profiles-pf-3-michael-jordan,1996-97-topps-profiles-pf-3-michael-jordan,1996-97 Topps - ProFiles #PF-3 Michael Jordan,1996,Topps,Topps,#PF-3,Insert,Tier 4-Page 10-Row 3,4,10,3,https://sportscardinvestor.s3.amazonaws.com/prod/30_76_1821_PF-3-L,,true,false,1 in 120 Series 1,https://www.psacard.com/pop/basketball-cards/1996/topps-pro-files/50919,eBay Sold
2497,12495,https://jordan-vault.com/cards/2497-1996-97-topps-season-s-best-1-michael-jordan,1996-97-topps-season-s-best-1-michael-jordan,1996-97 Topps - Season's Best #1 Michael Jordan,1996,Topps,Topps,#1,Insert,Tier 4-Page 08-Row 2,4,8,2,https://vintagecardprices.com/pics/8110/415047.jpg,,true,false,1 in 200,https://www.psacard.com/pop/basketball-cards/1996/topps-seasons-best/51025,eBay Sold
2498,12496,https://jordan-vault.com/cards/2498-1996-97-topps-season-s-best-18-michael-jordan,1996-97-topps-season-s-best-18-michael-jordan,1996-97 Topps - Season's Best #18 Michael Jordan,1996,Topps,Topps,#18,Insert,Tier 4-Page 08-Row 2,4,8,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkFaPB2yHcC95GbaERdHYBkx0o5ZbWuq2aZzW9akKNng&s,,true,false,1 in 200,https://www.psacard.com/pop/basketball-cards/1996/topps-seasons-best/51025,eBay Sold
2499,12497,https://jordan-vault.com/cards/2499-1996-97-topps-super-team-champion-mystery-finest-bordered-m14-michael-jordan-central-division-winner,1996-97-topps-super-team-champion-mystery-finest-bordered-m14-michael-jordan-central-division-winner,1996-97 Topps - Super Team Champion Mystery Finest Bordered #M14 Michael Jordan - Central Division Winner,1996,Topps,Topps Mystery Finest,#M14,Base Parallel,,,,,https://www.tcdb.com/Images/Cards/Basketball/25721/25721-3012844Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/25721/25721-3012844Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1996/topps-mystery-finest/50776,eBay Sold
2500,12498,https://jordan-vault.com/cards/2500-1996-97-topps-super-team-champion-mystery-finest-bordered-refractor-m14-michael-jordan,1996-97-topps-super-team-champion-mystery-finest-bordered-refractor-m14-michael-jordan,1996-97 Topps - Super Team Champion Mystery Finest Bordered Refractor #M14 Michael Jordan,1996,Topps,Topps Mystery Finest,#M14,Base Parallel,,,,,https://www.tcdb.com/Images/Cards/Basketball/25722/25722-3012866Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/25722/25722-3012866Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1996/topps-mystery-finest/50776,eBay Sold
2501,12499,https://jordan-vault.com/cards/2501-1996-97-topps-super-team-champion-mystery-finest-borderless-m14-michael-jordan-eastern-conference-winner,1996-97-topps-super-team-champion-mystery-finest-borderless-m14-michael-jordan-eastern-conference-winner,1996-97 Topps - Super Team Champion Mystery Finest Borderless #M14 Michael Jordan - Eastern Conference Winner,1996,Topps,Topps Mystery Finest,#M14,Base Parallel,,,,,https://www.tcdb.com/Images/Cards/Basketball/25720/25720-3012822Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/25720/25720-3012822Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1996/topps-mystery-finest/50776,eBay Sold
2502,12500,https://jordan-vault.com/cards/2502-1996-97-topps-super-teams-nno-chicago-bulls,1996-97-topps-super-teams-nno-chicago-bulls,1996-97 Topps - Super Teams #NNO Chicago Bulls,1996,Topps,Topps,#NNO,Insert,Tier 4-Page 13-Row 2,4,13,2,https://img.comc.com/i/Basketball/1996-97/Topps---Super-Team-Sweepstakes/CB/Chicago-Bulls-Team-(Dennis-Rodman-Ron-Harper-Luc-Longley-Michael-Jordan-Scottie-Pippen).jpg?id=ca976d9e-8524-43cf-ba1c-77da15df4ef5&size=zoom,,true,false,"1 in 1,044",https://www.psacard.com/pop/basketball-cards/1996/topps-super-teams/51145,eBay Sold
2503,12501,https://jordan-vault.com/cards/2503-1996-97-topps-139-michael-jordan,1996-97-topps-139-michael-jordan,1996-97 Topps #139 Michael Jordan,1996,Topps,Topps,#139,Base,,,,,https://www.tcdb.com/Images/Cards/Basketball/2562/2562-139Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2562/2562-139Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1996/topps/49827,eBay Sold
2504,12502,https://jordan-vault.com/cards/2504-1996-97-topps-72-chicago-bulls-72-wins,1996-97-topps-72-chicago-bulls-72-wins,1996-97 Topps #72 Chicago Bulls 72 Wins,1996,Topps,Topps,#72,Base,,,,,https://www.tcdb.com/Images/Cards/Basketball/2562/2562-72Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2562/2562-72Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1996/topps/49827,eBay Sold
